Application Name;Application Version;Application Publisher;Application Uninstall
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files (x86)\smsi\cws\release 3.1\);2017.1.0.102;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.006"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files (x86)\smsi\cws\release 3.1\);2017.1.0.102;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.007"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files (x86)\smsi\cws\release 3.1\);2017.1.0.102;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\SMSI\cws\release 3.1\ST5UNST.008"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files (x86)\smsi\cws\release 3.1\);2017.1.0.102;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.009"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files (x86)\smsi\cws\release 3.1\) #3;2017.1.0.102;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.005"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files (x86)\smsi\cws\release 3.1\) #3;2017.1.0.102;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.007"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files (x86)\smsi\cws\release 3.1\) #3;2017.1.0.102;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\SMSI\cws\release 3.1\ST5UNST.009"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files\smsi\cws\release 3.1\);2017.1.0.102;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.002"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files\smsi\cws\release 3.1\);2017.1.0.102;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.003"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files\smsi\cws\release 3.1\);2017.1.0.102;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.004"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files\smsi\cws\release 3.1\);2017.1.0.102;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.005"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files\smsi\cws\release 3.1\);2017.1.0.102;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.009"""
Mise à jour de Station Clinique 2017.1.0.102 (C:\Program Files\smsi\cws\release 3.1\) #3;2017.1.0.102;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.005"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.001"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.002"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.003"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.004"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\SMSI\cws\release 3.1\ST5UNST.005"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\SMSI\cws\release 3.1\ST5UNST.006"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\SMSI\cws\release 3.1\ST5UNST.007"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\SMSI\cws\release 3.1\ST5UNST.008"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.009"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\SMSI\cws\release 3.1\ST5UNST.010"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.012"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.013"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.014"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.016"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.020"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.021"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.028"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.001"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.002"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.003"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.004"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.005"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.006"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.007"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.008"""
Mise à jour de Station Clinique 2017.2.0.16;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.010"""
Mise à jour de Station Clinique 2017.2.0.16 (C:\Program Files (x86)\smsi\cws\release 3.1\);2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.004"""
Mise à jour de Station Clinique 2017.2.0.16 (C:\Program Files (x86)\smsi\cws\release 3.1\);2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.005"""
Mise à jour de Station Clinique 2017.2.0.16 (C:\Program Files (x86)\smsi\cws\release 3.1\);2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.006"""
Mise à jour de Station Clinique 2017.2.0.16 (C:\Program Files (x86)\smsi\cws\release 3.1\);2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.007"""
Mise à jour de Station Clinique 2017.2.0.16 (C:\Program Files (x86)\smsi\cws\release 3.1\);2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.008"""
Mise à jour de Station Clinique 2017.2.0.16 (C:\Program Files (x86)\smsi\cws\release 3.1\) #3;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.005"""
Mise à jour de Station Clinique 2017.2.0.16 (C:\Program Files (x86)\smsi\cws\release 3.1\) #3;2017.2.0.16;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.008"""
Mise à jour de Station Clinique 2017.2.0.16 (C:\Program Files\smsi\cws\release 3.1\);2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.005"""
Mise à jour de Station Clinique 2017.2.0.16 (C:\Program Files\smsi\cws\release 3.1\);2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.006"""
Mise à jour de Station Clinique 2017.2.0.16 (C:\Program Files\smsi\cws\release 3.1\) #3;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.007"""
Mise à jour de Station Clinique 2017.2.0.16 (C:\Program Files\smsi\cws\release 3.1\) #4;2017.2.0.16;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.LOG"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.001"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.002"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.003"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.004"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.005"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.006"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.007"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\SMSI\cws\release 3.1\ST5UNST.008"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\SMSI\cws\release 3.1\ST5UNST.009"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.010"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\SMSI\cws\release 3.1\ST5UNST.011"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.012"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.013"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.014"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.017"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.018"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.021"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.022"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.028"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\windows\ST5UNST.EXE"" -n ""C:\Program Files (x86)\smsi\cws\release 3.1\ST5UNST.029"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.000"""
Mise à jour de Station Clinique 2018.1.0.2;2018.1.0.2;InterSystems SAS;"""C:\Windows\ST5UNST.EXE"" -n ""C:\Program Files\smsi\cws\release 3.1\ST5UNST.002"""
